loss,PSNR,SSIM,val_loss,val_PSNR,val_SSIM,lr
0.06367414444684982,23.962453842163086,0.7999269962310791,0.1993197202682495,13.871882438659668,0.051130421459674835,0.001
0.028201300650835037,30.877147674560547,0.9700531959533691,0.18676793575286865,14.19549560546875,0.5709166526794434,0.001
0.02678637206554413,32.74476623535156,0.9779833555221558,0.06715574115514755,18.070079803466797,0.7963296175003052,0.001
0.026057641953229904,33.998443603515625,0.9811917543411255,0.028706399723887444,30.300708770751953,0.967199444770813,0.001
0.0256755743175745,34.77189636230469,0.9827142357826233,0.025999395176768303,34.94801712036133,0.9833900332450867,0.001
0.025383302941918373,35.48044967651367,0.9838124513626099,0.025491921231150627,36.826290130615234,0.9860298037528992,0.001
0.025126028805971146,36.2515869140625,0.9847450852394104,0.02572968229651451,35.554847717285156,0.9855812788009644,0.001
0.024913156405091286,37.06011962890625,0.9854734539985657,0.02515660598874092,37.958648681640625,0.9865145683288574,0.001
0.02476041577756405,37.64216995239258,0.9859727025032043,0.025350065901875496,37.46782302856445,0.9817673563957214,0.001
0.024658067151904106,38.01792526245117,0.9863072633743286,0.024936247617006302,39.532569885253906,0.9865395426750183,0.001
0.024551495909690857,38.43696212768555,0.9866103529930115,0.025121629238128662,37.41862869262695,0.9858219027519226,0.001
0.024426594376564026,39.18203353881836,0.9871414303779602,0.024915389716625214,39.97996520996094,0.9865272641181946,0.001
0.024399615824222565,39.22515106201172,0.9870583415031433,0.025126958265900612,40.4775276184082,0.9758445620536804,0.001
0.024257631972432137,40.25653839111328,0.9876077175140381,0.024661794304847717,41.24652862548828,0.9884700775146484,0.001
0.02418883703649044,40.57725143432617,0.9878234267234802,0.02476157434284687,41.82909393310547,0.9888245463371277,0.001
0.024118104949593544,41.03995132446289,0.9880164265632629,0.024743137881159782,38.885711669921875,0.9878991842269897,0.001
0.02408493123948574,41.28791427612305,0.9882202744483948,0.02460242249071598,41.800777435302734,0.9884778261184692,0.001
0.02402050420641899,41.66835403442383,0.988391637802124,0.02471061982214451,38.67567443847656,0.9883216023445129,0.001
0.023990897461771965,41.9773063659668,0.9884979128837585,0.024521825835108757,42.710540771484375,0.9854326248168945,0.001
0.02393922209739685,42.2857780456543,0.9887219071388245,0.024508774280548096,43.733009338378906,0.989026665687561,0.001
